title,description,url,text_clean
2021/07/23 18:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172xzjmw7bm8lx,"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
One-Day Cup: Danny Lamb leads Lancashire to win over Sussex,Danny Lamb's brilliant 86 not out leads Lancashire to a two-wicket win over Sussex in their opening One-Day Cup group match.,https://www.bbc.co.uk/sport/cricket/57947645,"['cup', 'danny', 'lamb', 'leads', 'lancashire', 'win', 'lamb', 'brilliant', 'leads', 'lancashire', 'win', 'sussex', 'opening', 'cup', 'group', 'match']"
Party's Over: Pilot 23rd July 2021,"What happens when the Prime Minister suddenly stops being Prime Minister?

One day you're the most powerful person in the country, the next you're irrelevant, forced into retirement 30 years ahead of schedule and find yourself asking 'What do I do now?'

Mile…",https://www.bbc.co.uk/programmes/p09q6ymd,"['party', 'pilot', 'july', 'happens', 'prime', 'minister', 'suddenly', 'stops', 'prime', 'minister', 'one', 'day', 'powerful', 'person', 'country', 'next', 'irrelevant', 'forced', 'retirement', 'years', 'ahead', 'schedule', 'find', 'asking']"
The Hundred - Birmingham Phoenix v London Spirit: Best boundaries of Eve Jones' 47,Watch the best boundaries from Eve Jones' 47 in 41 deliveries for Birmingham Phoenix in their home defeat to London Spirit in the women's Hundred.,https://www.bbc.co.uk/sport/av/cricket/57949636,"['hundred', 'birmingham', 'phoenix', 'v', 'london', 'spirit', 'best', 'boundaries', 'eve', 'jones', 'best', 'boundaries', 'eve', 'jones', 'deliveries', 'birmingham', 'phoenix', 'home', 'defeat', 'london', 'spirit', 'women', 'hundred']"
Tramlines 2021: Fans 'making up' for missed years,The festival in Sheffield in the biggest in Europe since the lifting of most restrictions.,https://www.bbc.co.uk/news/uk-england-south-yorkshire-57948667,"['tramlines', 'fans', 'missed', 'festival', 'sheffield', 'biggest', 'europe', 'since', 'lifting', 'restrictions']"
The Hundred - Birmingham Phoenix v London Spirit: Naomi Dattani hits four boundaries in a row,London Spirit opener Naomi Dattani hits four consecutive boundaries in her quick-fire 34 to help set up a three-wicket victory over Birmingham Phoenix.,https://www.bbc.co.uk/sport/av/cricket/57949627,"['hundred', 'birmingham', 'phoenix', 'v', 'london', 'spirit', 'naomi', 'dattani', 'hits', 'four', 'boundaries', 'spirit', 'opener', 'naomi', 'dattani', 'hits', 'four', 'consecutive', 'boundaries', 'help', 'set', 'victory', 'birmingham', 'phoenix']"
Walsall primary school wins 'landmark ruling' over academy order,The education secretary imposed the order after an inspection rated Yew Tree Primary as inadequate.,https://www.bbc.co.uk/news/uk-england-birmingham-57944481,"['walsall', 'primary', 'school', 'wins', 'ruling', 'academy', 'education', 'secretary', 'imposed', 'order', 'inspection', 'rated', 'yew', 'tree', 'primary', 'inadequate']"
Lanarkshire families asked to help care amid 'sustained pressure' on NHS,"Urgent care for the most vulnerable is being prioritised in Lanarkshire due to ""sustained pressure"".",https://www.bbc.co.uk/news/uk-scotland-glasgow-west-57947825,"['lanarkshire', 'families', 'asked', 'help', 'care', 'amid', 'pressure', 'care', 'vulnerable', 'prioritised', 'lanarkshire', 'due', 'sustained', 'pressure']"
2021/07/23 17:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172xzjmw7bm4vs,"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
Jovenel Moïse: Unrest mars funeral of assassinated Haitian leader,Gunshots and tear gas punctuate the funeral of former Haitian President Jovenel Moïse.,https://www.bbc.co.uk/news/world-latin-america-57915760,"['jovenel', 'moïse', 'unrest', 'mars', 'funeral', 'assassinated', 'haitian', 'tear', 'gas', 'punctuate', 'funeral', 'former', 'haitian', 'president', 'jovenel', 'moïse']"
The Hundred: London Spirit survive a scare to beat Birmingham Phoenix at Edgbaston,London Spirit survive a big scare to beat Birmingham Phoenix and begin their women's Hundred campaign with a three-wicket win.,https://www.bbc.co.uk/sport/cricket/57946337,"['hundred', 'london', 'spirit', 'survive', 'scare', 'beat', 'birmingham', 'phoenix', 'spirit', 'survive', 'big', 'scare', 'beat', 'birmingham', 'phoenix', 'begin', 'women', 'hundred', 'campaign', 'win']"
Las Vegas murder case cracked with record-small amount of DNA,Just 15 cells' worth of DNA was used to track down the man suspected of killing a US girl in 1989.,https://www.bbc.co.uk/news/world-us-canada-57947785,"['las', 'vegas', 'murder', 'case', 'cracked', 'amount', 'cells', 'worth', 'dna', 'used', 'track', 'man', 'suspected', 'killing', 'us', 'girl']"
KSI: YouTuber and rapper tops UK album chart,"His star-studded LP, All Over The Place, went straight in at the summit on Friday.",https://www.bbc.co.uk/news/entertainment-arts-57940455,"['ksi', 'youtuber', 'rapper', 'tops', 'uk', 'album', 'lp', 'place', 'went', 'straight', 'summit', 'friday']"
Gwynedd man killed himself after paying romance scammers,"""Gentle soul"" Chris Leeds was found dead after parting with thousands of pounds, an inquest hears.",https://www.bbc.co.uk/news/uk-wales-57935467,"['gwynedd', 'man', 'killed', 'paying', 'romance', 'scammers', 'gentle', 'soul', 'chris', 'leeds', 'found', 'dead', 'parting', 'thousands', 'pounds', 'inquest', 'hears']"
John Mitchell: Wasps appoint England defence coach to backroom staff,England defence coach John Mitchell is to join the backroom staff at Premiership side Wasps.,https://www.bbc.co.uk/sport/rugby-union/57948002,"['john', 'mitchell', 'wasps', 'appoint', 'england', 'defence', 'coach', 'backroom', 'defence', 'coach', 'john', 'mitchell', 'join', 'backroom', 'staff', 'premiership', 'side', 'wasps']"
Harry Kane: Latest on Manchester City target's future,"After Harry Kane was linked to a £160m move to Manchester City, what is the latest with the Tottenham and England striker's future?",https://www.bbc.co.uk/sport/football/57942169,"['harry', 'kane', 'latest', 'manchester', 'city', 'target', 'harry', 'kane', 'linked', 'move', 'manchester', 'city', 'latest', 'tottenham', 'england', 'striker', 'future']"
"Covid-19: One in 80 has Covid, and an Olympic opening ceremony like no other",Five things you need to know about the coronavirus pandemic this Friday evening.,https://www.bbc.co.uk/news/uk-57946077,"['one', 'covid', 'olympic', 'opening', 'ceremony', 'like', 'things', 'need', 'know', 'coronavirus', 'pandemic', 'friday', 'evening']"
'Protest a fundamental human right' - Asher-Smith,Team GB sprinter Dina Asher-Smith speaks out in support of athlete protests at the Tokyo 2020 Olympics,https://www.bbc.co.uk/sport/olympics/57942477,"['fundamental', 'human', 'right', 'gb', 'sprinter', 'dina', 'speaks', 'support', 'athlete', 'protests', 'tokyo', 'olympics']"
Tokyo Olympics: Watch the best Tokyo 2020 opening ceremony moments in two minutes as Naomi Osaka lights Olympic flame,Watch all the best bits from the Tokyo 2020 opening ceremony - including the best of the athletes' entrances and the lighting of the iconic Olympic flame by Naomi Osaka.,https://www.bbc.co.uk/sport/av/olympics/57947141,"['tokyo', 'olympics', 'watch', 'best', 'tokyo', 'opening', 'ceremony', 'moments', 'two', 'minutes', 'naomi', 'osaka', 'lights', 'olympic', 'best', 'bits', 'tokyo', 'opening', 'ceremony', 'including', 'best', 'athletes', 'entrances', 'lighting', 'iconic', 'olympic', 'flame', 'naomi', 'osaka']"
2021/07/23 16:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172xzjmw7bm13n,"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
Met Office storm warning for campsites and caravans,"Thunderstorms and 55mph gusts of wind could disrupt the plans of holidaymakers, the Met Office says.",https://www.bbc.co.uk/news/uk-57945502,"['met', 'office', 'storm', 'warning', 'campsites', 'gusts', 'wind', 'could', 'disrupt', 'plans', 'holidaymakers', 'met', 'office', 'says']"
German TV apologises for smearing mud on clothes at flood site,A video showed Susanna Ohlen rubbing herself with dirt before broadcasting from a flood-hit town.,https://www.bbc.co.uk/news/world-europe-57946430,"['german', 'tv', 'apologises', 'smearing', 'mud', 'clothes', 'flood', 'video', 'showed', 'susanna', 'ohlen', 'rubbing', 'dirt', 'broadcasting', 'town']"
British and Irish Lions 2021: Where South Africa Test series may be won and lost,"Fast starts, scrums and replacements - where will the British and Irish Lions Test series in South Africa be won and lost?",https://www.bbc.co.uk/sport/rugby-union/57933334,"['british', 'irish', 'lions', 'south', 'africa', 'test', 'series', 'may', 'starts', 'scrums', 'replacements', 'british', 'irish', 'lions', 'test', 'series', 'south', 'africa', 'lost']"
Makina: the subculture you've probably never heard of,"A leading MC says the music genre's return after Covid is going to be ""something special"".",https://www.bbc.co.uk/news/av/uk-england-57946983,"['makina', 'subculture', 'probably', 'never', 'heard', 'leading', 'mc', 'says', 'music', 'genre', 'return', 'covid', 'going', 'something', 'special']"
Covid: Moderna jab approved for teenagers in EU,"Vaccination with Moderna's jab can now be extended to adolescents, the EU medicines watchdog says.",https://www.bbc.co.uk/news/world-europe-57947183,"['covid', 'moderna', 'jab', 'approved', 'teenagers', 'moderna', 'jab', 'extended', 'adolescents', 'eu', 'medicines', 'watchdog', 'says']"
Durham A1 crash: Seaham couple named as Elaine Sullivan and David Daglish,Three people died in the collision involving two lorries and four cars on the A1 (M) last week.,https://www.bbc.co.uk/news/uk-england-tyne-57947055,"['durham', 'crash', 'seaham', 'couple', 'named', 'elaine', 'sullivan', 'david', 'people', 'died', 'collision', 'involving', 'two', 'lorries', 'four', 'cars', 'last', 'week']"
Japan prepares for Olympic Ceremony,"Japan will open the 32nd Olympiad despite Tokyo recording its highest number of new coronavirus infections in six months. The show director of Friday's ceremony, Kentaro Kobayashi has been dismissed after footage emerged in which he appears to be making jokes…",https://www.bbc.co.uk/programmes/w172xv56fnl0lhp,"['japan', 'prepares', 'olympic', 'open', 'olympiad', 'despite', 'tokyo', 'recording', 'highest', 'number', 'new', 'coronavirus', 'infections', 'six', 'months', 'show', 'director', 'friday', 'ceremony', 'kentaro', 'kobayashi', 'dismissed', 'footage', 'emerged', 'appears', 'making']"
Covid: Liverpool NHS trust cancels ops and moves to 'surge phase',A Liverpool NHS trust cancels elective operations due to a rise in patients needing Covid-19 treatment.,https://www.bbc.co.uk/news/uk-england-merseyside-57946235,"['covid', 'liverpool', 'nhs', 'trust', 'cancels', 'ops', 'moves', 'liverpool', 'nhs', 'trust', 'cancels', 'elective', 'operations', 'due', 'rise', 'patients', 'needing', 'treatment']"
MLB's Cleveland Indians drop controversial name,"After decades of criticism from Native American groups, the Cleveland Indians have a new name.",https://www.bbc.co.uk/news/world-us-canada-57946842,"['mlb', 'cleveland', 'indians', 'drop', 'controversial', 'decades', 'criticism', 'native', 'american', 'groups', 'cleveland', 'indians', 'new', 'name']"
Barry Pring: 'No conspiracy' over businessman's Ukraine death,"An inquest found there was ""no conspiracy to kill"" Barry Pring, who was hit by a car in Ukraine.",https://www.bbc.co.uk/news/uk-england-devon-57945967,"['barry', 'pring', 'conspiracy', 'businessman', 'ukraine', 'inquest', 'found', 'conspiracy', 'kill', 'barry', 'pring', 'hit', 'car', 'ukraine']"
St Mirren 'will not be shafted by anybody' after rejecting Jamie McGrath and Conor McCarthy bids,"Manager Jim Goodwin vows that St Mirren's days of ""selling for pennies"" are over after rejecting offers for Jamie McGrath and Conor McCarthy.",https://www.bbc.co.uk/sport/football/57944767,"['st', 'mirren', 'shafted', 'anybody', 'rejecting', 'jamie', 'mcgrath', 'conor', 'mccarthy', 'jim', 'goodwin', 'vows', 'st', 'mirren', 'days', 'selling', 'pennies', 'rejecting', 'offers', 'jamie', 'mcgrath', 'conor', 'mccarthy']"
Life-sized Laurel and Hardy statues stolen again,Lesley Haylett says the figures have been stolen from outside her home for a fourth time.,https://www.bbc.co.uk/news/uk-england-london-57864227,"['laurel', 'hardy', 'statues', 'stolen', 'haylett', 'says', 'figures', 'stolen', 'outside', 'home', 'fourth', 'time']"
Tokyo Olympics: Naomi Osaka lights the Olympic flame to start Tokyo 2020,Watch as tennis star Naomi Osaka lights the Olympic flame to get the Tokyo 2020 Olympics underway.,https://www.bbc.co.uk/sport/av/olympics/57947138,"['tokyo', 'olympics', 'naomi', 'osaka', 'lights', 'olympic', 'flame', 'start', 'tokyo', 'tennis', 'star', 'naomi', 'osaka', 'lights', 'olympic', 'flame', 'get', 'tokyo', 'olympics', 'underway']"
Alfredo Morelos: Manager Gerrard 'doesn't know' if striker will stay at Rangers,Rangers manager Steven Gerrard admits striker Alfredo Morelos' future at the club is uncertain.,https://www.bbc.co.uk/sport/football/57945460,"['alfredo', 'morelos', 'manager', 'gerrard', 'know', 'striker', 'stay', 'manager', 'steven', 'gerrard', 'admits', 'striker', 'alfredo', 'morelos', 'future', 'club', 'uncertain']"
The Hundred: Shafali Verma bowled by Davies for 13,London Spirit's Freya Davies delivers a perfect slower ball to Shafali Verma who misses the delivery completely and is bowled for 13 at Edgbaston.,https://www.bbc.co.uk/sport/av/cricket/57947135,"['hundred', 'shafali', 'verma', 'bowled', 'davies', 'spirit', 'freya', 'davies', 'delivers', 'perfect', 'slower', 'ball', 'shafali', 'verma', 'misses', 'delivery', 'completely', 'bowled', 'edgbaston']"
2021/07/23 15:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172xzjmw7blxcj,"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
Olympics: Tokyo hosts opening ceremony of delayed 2020 Games,"Due to Coronavirus, a subdued ceremony launches the much-postponed Olympics. Fewer than 1000 invited guests and no spectators are inside the huge main stadium. Also, President Xi Jinping makes first official visit to Tibet by a Chinese leader in 30 years, and…",https://www.bbc.co.uk/programmes/p09q8b9y,"['olympics', 'tokyo', 'hosts', 'opening', 'ceremony', 'delayed', 'coronavirus', 'subdued', 'ceremony', 'launches', 'olympics', 'fewer', 'invited', 'guests', 'spectators', 'inside', 'huge', 'main', 'stadium', 'also', 'president', 'xi', 'jinping', 'makes', 'first', 'official', 'visit', 'tibet', 'chinese', 'leader', 'years']"
Railway engineers build beaver pass on Highland line,The tunnel near Gleneagles will prevent the protected animals building dams across drainage culverts.,https://www.bbc.co.uk/news/uk-scotland-tayside-central-57934140,"['railway', 'engineers', 'build', 'beaver', 'pass', 'highland', 'tunnel', 'near', 'gleneagles', 'prevent', 'protected', 'animals', 'building', 'dams', 'across', 'drainage', 'culverts']"
Tokyo 2020 Olympics officially open as Osaka lights flame,The Tokyo 2020 Games are officially under way as Naomi Osaka lights the Olympic flame in a poignant opening ceremony.,https://www.bbc.co.uk/sport/olympics/57929293,"['tokyo', 'olympics', 'officially', 'open', 'osaka', 'lights', 'tokyo', 'games', 'officially', 'way', 'naomi', 'osaka', 'lights', 'olympic', 'flame', 'poignant', 'opening', 'ceremony']"
Old: Critics split on M Night Shyamalan's new thriller,"Old, the new film from M Night Shyamalan, sees the characters start to age at rapid speed.",https://www.bbc.co.uk/news/entertainment-arts-57940492,"['old', 'critics', 'split', 'night', 'shyamalan', 'new', 'new', 'film', 'night', 'shyamalan', 'sees', 'characters', 'start', 'age', 'rapid', 'speed']"
"Covid: New testing plan will not work, says CBI",The industry body criticises government plans that allow some key staff to bypass the NHS Covid app.,https://www.bbc.co.uk/news/business-57945229,"['covid', 'new', 'testing', 'plan', 'work', 'says', 'industry', 'body', 'criticises', 'government', 'plans', 'allow', 'key', 'staff', 'bypass', 'nhs', 'covid', 'app']"
Tokyo Olympics: Watch as the sky above Japan's Olympic stadium is illuminated by 1800 drones,Watch as the sky above Japan's Olympic stadium is illuminated by 1800 drones for the opening ceremony of the Tokyo 2020 Olympics.,https://www.bbc.co.uk/sport/av/olympics/57940556,"['tokyo', 'olympics', 'watch', 'sky', 'japan', 'olympic', 'stadium', 'illuminated', 'sky', 'japan', 'olympic', 'stadium', 'illuminated', 'drones', 'opening', 'ceremony', 'tokyo', 'olympics']"
Ransomware key to unlock customer data from REvil attack,The gang behind the attack had previously asked for $70m to access the stolen files.,https://www.bbc.co.uk/news/technology-57946117,"['ransomware', 'key', 'unlock', 'customer', 'data', 'revil', 'gang', 'behind', 'attack', 'previously', 'asked', 'access', 'stolen', 'files']"
Hyde Park £205m mansion makeover gets go-ahead,"The 5,800 sqm (62,000 sq ft) house is the most expensive property to ever be sold in the UK.",https://www.bbc.co.uk/news/uk-england-london-57944769,"['hyde', 'park', 'mansion', 'makeover', 'gets', 'sqm', 'sq', 'ft', 'house', 'expensive', 'property', 'ever', 'sold', 'uk']"
Marc Skinner: Man Utd agree terms with Orlando Pride boss,Manchester United women are believed to have agreed personal terms with manager Marc Skinner.,https://www.bbc.co.uk/sport/football/57944598,"['marc', 'skinner', 'man', 'utd', 'agree', 'terms', 'orlando', 'pride', 'united', 'women', 'believed', 'agreed', 'personal', 'terms', 'manager', 'marc', 'skinner']"
Tokyo holds Olympics opening ceremony,The opening ceremony highlighted the isolation endured by athletes battling to train during the pandemic and remembered the millions who have died of coronavirus. Also on the programme: the assassinated president of Haiti is to be buried in the northern city …,https://www.bbc.co.uk/programmes/w172xv56fnl2n5w,"['tokyo', 'holds', 'olympics', 'opening', 'opening', 'ceremony', 'highlighted', 'isolation', 'endured', 'athletes', 'battling', 'train', 'pandemic', 'remembered', 'millions', 'died', 'coronavirus', 'also', 'programme', 'assassinated', 'president', 'haiti', 'buried', 'northern', 'city']"
Great Yarmouth: 'This town got stuck in time but now I'm loving it',Great Yarmouth is turning its fortunes round with an increase in visitors and several big projects.,https://www.bbc.co.uk/news/uk-england-norfolk-56744949,"['great', 'yarmouth', 'town', 'got', 'stuck', 'time', 'loving', 'yarmouth', 'turning', 'fortunes', 'round', 'increase', 'visitors', 'several', 'big', 'projects']"
Covid: Is UK now a breeding ground for new variants?,"The UK may be entering a ""sweet spot"" for new variants, with high cases and partial immunity.",https://www.bbc.co.uk/news/health-57941574,"['covid', 'uk', 'breeding', 'ground', 'new', 'variants', 'uk', 'may', 'entering', 'sweet', 'spot', 'new', 'variants', 'high', 'cases', 'partial', 'immunity']"
R. Kelly accused of abusing teenage boy he met in McDonald's,"The R&B star had sexual contact with a 17-year-old he met in McDonald's, prosecutors claim.",https://www.bbc.co.uk/news/world-us-canada-57958367,"['kelly', 'accused', 'abusing', 'teenage', 'boy', 'met', 'r', 'b', 'star', 'sexual', 'contact', 'met', 'mcdonald', 'prosecutors', 'claim']"
The experiences replacing closed High Street stores,"Go-karts, bowling alleys and eateries have taken the place of closed retailers on the High Street.",https://www.bbc.co.uk/news/business-57934829,"['experiences', 'replacing', 'closed', 'high', 'street', 'bowling', 'alleys', 'eateries', 'taken', 'place', 'closed', 'retailers', 'high', 'street']"
Covid: Delta variant spreads globally as cases soar,"With low global vaccination rates, the variant's spread is threatening to overwhelm health systems.",https://www.bbc.co.uk/news/world-57907681,"['covid', 'delta', 'variant', 'spreads', 'globally', 'cases', 'low', 'global', 'vaccination', 'rates', 'variant', 'spread', 'threatening', 'overwhelm', 'health', 'systems']"
Nigeria's hipster herders - the funky Fulanis,"Fulani herders are usually found in forests herding cattle but when they go to cities, they dress in style.",https://www.bbc.co.uk/news/world-africa-57929704,"['nigeria', 'hipster', 'herders', 'funky', 'herders', 'usually', 'found', 'forests', 'herding', 'cattle', 'go', 'cities', 'dress', 'style']"
Joe Joyce: British heavyweight moves a step closer to world title shot after stopping Carlos Takam,British heavyweight Joe Joyce stops Carlos Takam at Wembley Arena to move a step closer to a world title shot.,https://www.bbc.co.uk/sport/boxing/57958529,"['joe', 'joyce', 'british', 'heavyweight', 'moves', 'step', 'closer', 'world', 'title', 'shot', 'stopping', 'carlos', 'heavyweight', 'joe', 'joyce', 'stops', 'carlos', 'takam', 'wembley', 'arena', 'move', 'step', 'closer', 'world', 'title', 'shot']"
Female military staff denied justice by inadequate system - MPs,A landmark report says serious sexual assault and rape cases should be tried in civilian courts.,https://www.bbc.co.uk/news/uk-57956698,"['female', 'military', 'staff', 'denied', 'justice', 'inadequate', 'system', 'landmark', 'report', 'says', 'serious', 'sexual', 'assault', 'rape', 'cases', 'tried', 'civilian', 'courts']"
ICYMI: World's deepest pool and a royal ritual resumes,Here's a round-up of the week's news you might have missed.,https://www.bbc.co.uk/news/av/world-57950189,"['icymi', 'world', 'deepest', 'pool', 'royal', 'ritual', 'week', 'news', 'might', 'missed']"
"Tokyo Olympics: The youngest athletes, past and present","GB skateboarder Sky Brown is 13 years old, but there have been even younger in the history of the Games.",https://www.bbc.co.uk/news/av/world-57945947,"['tokyo', 'olympics', 'youngest', 'athletes', 'past', 'skateboarder', 'sky', 'brown', 'years', 'old', 'even', 'younger', 'history', 'games']"
Excitement over wooden shipwreck found in Antigua's seabed,"Historians believe the wreck found in Antigua to be the 1762 Beaumont, a French merchant ship.",https://www.bbc.co.uk/news/world-latin-america-57878969,"['excitement', 'wooden', 'shipwreck', 'found', 'antigua', 'believe', 'wreck', 'found', 'antigua', 'beaumont', 'french', 'merchant', 'ship']"
From lockdown animations to Snoop Dogg music video,"After his homemade animations went viral, Snoop Dogg asked Peter Quinn to direct his new video.",https://www.bbc.co.uk/news/av/uk-northern-ireland-57916539,"['lockdown', 'animations', 'snoop', 'dogg', 'music', 'homemade', 'animations', 'went', 'viral', 'snoop', 'dogg', 'asked', 'peter', 'quinn', 'direct', 'new', 'video']"
2021/07/24 23:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172xzjmw7bqs7n,"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
The YouTubers who blew the whistle on an anti-vax plot,A mysterious marketing agency secretly offered to pay social media stars to spread disinformation about Covid-19 vaccines,https://www.bbc.co.uk/news/blogs-trending-57928647,"['youtubers', 'blew', 'whistle', 'mysterious', 'marketing', 'agency', 'secretly', 'offered', 'pay', 'social', 'media', 'stars', 'spread', 'disinformation', 'vaccines']"
'You'd walk out if your husband hit you - you can't when it's your child',"Parenting a violent child is a traumatic experience, and one that is often hidden from view.",https://www.bbc.co.uk/news/stories-57942296,"['walk', 'husband', 'hit', 'ca', 'violent', 'child', 'traumatic', 'experience', 'one', 'often', 'hidden', 'view']"
Afghanistan imposes night curfew,"Move covers 31 of the country's 34 provinces to help protect urban areas from Taliban advance. Also: Landmark fuel deal between Iraq and Lebanon, Olympic host nation Japan picks up its first medals and the search for new Aussie rhyming slang.",https://www.bbc.co.uk/programmes/p09qc8zy,"['afghanistan', 'imposes', 'night', 'covers', 'country', 'provinces', 'help', 'protect', 'urban', 'areas', 'taliban', 'advance', 'also', 'landmark', 'fuel', 'deal', 'iraq', 'lebanon', 'olympic', 'host', 'nation', 'japan', 'picks', 'first', 'medals', 'search', 'new', 'aussie', 'rhyming', 'slang']"
Taxpayers to bear Covid cost for decades to come say MPs,"UK national debt has increased to more than £2.2 trillion during the pandemic, almost 100% of GDP.",https://www.bbc.co.uk/news/uk-57958178,"['taxpayers', 'bear', 'covid', 'cost', 'decades', 'come', 'say', 'national', 'debt', 'increased', 'trillion', 'pandemic', 'almost', 'gdp']"
Harry Wilson and Paulo Gazzaniga: Fulham add duo to squad,Fulham sign Liverpool attacking midfielder Harry Wilson and former Tottenham goalkeeper Paulo Gazzaniga.,https://www.bbc.co.uk/sport/football/57958502,"['harry', 'wilson', 'paulo', 'gazzaniga', 'fulham', 'add', 'duo', 'sign', 'liverpool', 'attacking', 'midfielder', 'harry', 'wilson', 'former', 'tottenham', 'goalkeeper', 'paulo', 'gazzaniga']"
LA man who mocked Covid-19 vaccines dies of virus,"Stephen Harmon, who opposed getting vaccinated, has died after a month-long struggle with the virus.",https://www.bbc.co.uk/news/world-us-canada-57958358,"['la', 'man', 'mocked', 'vaccines', 'dies', 'harmon', 'opposed', 'getting', 'vaccinated', 'died', 'struggle', 'virus']"
Van Gerwen out of World Matchplay,Peter Wright beats Michael van Gerwen to join Dimitri van den Bergh in the final of the World Matchplay in Blackpool.,https://www.bbc.co.uk/sport/darts/57958439,"['van', 'gerwen', 'world', 'wright', 'beats', 'michael', 'van', 'gerwen', 'join', 'dimitri', 'van', 'den', 'bergh', 'final', 'world', 'matchplay', 'blackpool']"
Newspaper headlines: Double jab for football matches and PM's crime 'blitz',A government plan for vaccine passports to attend football matches is among the front-page stories.,https://www.bbc.co.uk/news/blogs-the-papers-57958278,"['newspaper', 'headlines', 'double', 'jab', 'football', 'matches', 'pm', 'crime', 'government', 'plan', 'vaccine', 'passports', 'attend', 'football', 'matches', 'among', 'stories']"
2021/07/24 22:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172xzjmw7bqnhj,"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
Solskjaer wants Pogba to stay - Sunday's gossip column,"Juventus reject Liverpool bid for Federico Chiesa, Premier League clubs chase Lazio forward Joaquin Correa, plus more.",https://www.bbc.co.uk/sport/57957980,"['solskjaer', 'wants', 'pogba', 'stay', 'sunday', 'gossip', 'reject', 'liverpool', 'bid', 'federico', 'chiesa', 'premier', 'league', 'clubs', 'chase', 'lazio', 'forward', 'joaquin', 'correa', 'plus']"
The Hundred: Watch the best of Saturday's action,Watch the best moments of the women's and men's Hundred matches on Saturday as Trent Rockets hosted Southern Brave and Northern Superchargers took on Welsh Fire.,https://www.bbc.co.uk/sport/av/cricket/57957695,"['hundred', 'watch', 'best', 'saturday', 'best', 'moments', 'women', 'men', 'hundred', 'matches', 'saturday', 'trent', 'rockets', 'hosted', 'southern', 'brave', 'northern', 'superchargers', 'took', 'welsh', 'fire']"
Serial killer on death row Rodney Alcala dies of natural causes,"Infamous ""Dating Game Killer"" Rodney Alcala was sentenced in 2010 for murdering women in California.",https://www.bbc.co.uk/news/world-us-canada-57955961,"['serial', 'killer', 'death', 'row', 'rodney', 'alcala', 'dies', 'natural', 'dating', 'game', 'killer', 'rodney', 'alcala', 'sentenced', 'murdering', 'women', 'california']"
Ethiopia Tigray crisis: New front opens,Fighters from Tigray in northern Ethiopia have opened up a new front in their struggle against the central government in Addis Ababa. Leaders said this week that their fighters had entered the neighbouring Afar region to the east because pro-government forces…,https://www.bbc.co.uk/programmes/w172xv56fnl6d9w,"['ethiopia', 'tigray', 'crisis', 'new', 'front', 'tigray', 'northern', 'ethiopia', 'opened', 'new', 'front', 'struggle', 'central', 'government', 'addis', 'ababa', 'leaders', 'said', 'week', 'fighters', 'entered', 'neighbouring', 'afar', 'region', 'east']"
The Hundred - Northern Superchargers v Welsh Fire: Brook hits two fours and a six in consecutive deliveries,Watch Northern Superchargers' Harry Brook hit two fours and a six in consecutive deliveries en route to 62 from 31 balls during his side's defeat by Welsh Fire.,https://www.bbc.co.uk/sport/av/cricket/57957692,"['hundred', 'northern', 'superchargers', 'v', 'welsh', 'fire', 'brook', 'hits', 'two', 'fours', 'six', 'consecutive', 'northern', 'superchargers', 'harry', 'brook', 'hit', 'two', 'fours', 'six', 'consecutive', 'deliveries', 'en', 'route', 'balls', 'side', 'defeat', 'welsh', 'fire']"
2021/07/24 21:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172xzjmw7bqjrd,"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
British and Irish Lions: First Test win over South Africa 'ultimate game of two halves',"Former captain Brian O'Driscoll says the British and Irish Lions' win over South Africa in the first Test was the ""ultimate game of two halves"".",https://www.bbc.co.uk/sport/rugby-union/57958188,"['british', 'irish', 'lions', 'first', 'test', 'win', 'south', 'africa', 'game', 'two', 'captain', 'brian', 'says', 'british', 'irish', 'lions', 'win', 'south', 'africa', 'first', 'test', 'ultimate', 'game', 'two', 'halves']"
Clashes in Paris over Covid measures,French anti-riot police fired teargas as clashes broke out during protests against Covid-19 curbs and vaccination.,https://www.bbc.co.uk/news/av/world-europe-57956846,"['clashes', 'paris', 'covid', 'police', 'fired', 'teargas', 'clashes', 'broke', 'protests', 'curbs', 'vaccination']"
