text_clean
"['call', 'online', 'abusers', 'reported', 'group', 'calling', 'companies', 'set', 'ways', 'people', 'report', 'workers', 'behaving', 'abusively', 'online']"
"['tokyo', 'olympics', 'india', 'top', 'medal', 'sends', 'largest', 'ever', 'contingent', 'tokyo', 'olympics', 'hope', 'bettering', 'medals', 'tally']"
"['benin', 'bronzes', 'nigeria', 'dispute', 'jeopardises', 'return', 'museums', 'europe', 'talked', 'returning', 'looted', 'artefacts', 'housed', 'nigeria']"
"['soldier', 'statue', 'reignites', 'spanish', 'row', 'legionnaires', 'symbolised', 'fascism', 'madrid', 'may', 'soon', 'statue', 'honouring']"
"['covid', 'us', 'vaccine', 'rollout', 'slowing', 'us', 'slowing', 'infections', 'rise', 'looked', 'happening']"
"['papers', 'hits', 'supermarkets', 'nhs', 'pay', 'front', 'pages', 'focus', 'impact', 'isolating', 'staff', 'shops', 'pay', 'rise', 'offer', 'nhs', 'staff']"
"['tokyo', 'travelling', 'olympic', 'games', 'like', 'bbc', 'mariko', 'oi', 'reflects', 'personal', 'experience', 'covering', 'games', 'global', 'pandemic']"
"['survived', 'norway', 'worst', 'terror', 'husby', 'recalls', 'hiding', 'fear', 'extremist', 'anders', 'breivik', 'went', 'killing', 'spree', 'summer', 'camp', 'young', 'activists', 'utøya', 'island', 'july']"
"['would', 'data', 'shows', 'increase', 'eating', 'disorder', 'admissions', 'among', 'compared', 'year']"
"['us', 'life', 'expectancy', 'suffers', 'steepest', 'drop', 'expectancy', 'us', 'suffered', 'sharpest', 'fall', 'since', 'second', 'world', 'war', 'chinese', 'scientists', 'say', 'global', 'warming', 'made', 'china', 'annual', 'flood', 'season', 'much', 'dangerous', 'gold', 'toilet', 'discovered', 'home', 'russian', 'policeman', 'arrested']"
"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
"['covid', 'vaccinators', 'helping', 'protect', 'remote', 'indian', 'villages', 'latgam', 'singpu', 'team', 'covid', 'vaccinators', 'use', 'rope', 'bridges', 'school', 'buses', 'incentives', 'reach', 'remote', 'villages', 'india', 'arunachal', 'pradesh', 'state']"
"['global', 'conferences', 'using', 'tech', 'stay', 'events', 'online', 'kept', 'industry', 'going', 'pandemic', 'stay']"
"['charity', 'dating', 'pet', 'spending', 'booms', 'says', 'spending', 'covid', 'restrictions', 'ease', 'nationwide', 'says']"
"['halima', 'aden', 'tommy', 'hilfiger', 'diverse', 'catwalks', 'world', 'first', 'supermodel', 'talks', 'fashion', 'designer', 'tommy', 'hilfiger', 'quit', 'industry']"
"['argentina', 'introduces', 'new', 'id', 'cards', 'new', 'system', 'residents', 'select', 'x', 'gender', 'passports', 'national', 'id', 'cards']"
"['us', 'firefighters', 'battle', 'blaze', 'top', 'moving', 'california', 'pulling', 'stops', 'contain', 'state', 'largest', 'wildfire']"
"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
"['nhs', 'wales', 'eluned', 'morgan', 'promises', 'transform', 'urgent', 'care', 'transformed', 'challenging', 'period', 'nhs', 'says', 'minister']"
"['scottish', 'es', 'seeing', 'pressures', 'says', 'emergency', 'care', 'consultant', 'dr', 'loughrey', 'speaks', 'pressures', 'felt', 'summer', 'scotland', 'causality', 'units']"
"['transfer', 'rumours', 'lewandowski', 'ramsdale', 'abraham', 'werner', 'bowen', 'pogba', 'contact', 'robert', 'lewandowski', 'agent', 'arsenal', 'told', 'raise', 'aaron', 'ramsdale', 'bid', 'timo', 'werner', 'open', 'leaving', 'chelsea', 'plus']"
"['scotland', 'emergency', 'departments', 'busy', 'department', 'admissions', 'year', 'almost', 'higher', 'levels', 'figures', 'show']"
"['hundred', 'watch', 'best', 'moments', 'first', 'best', 'moments', 'inaugural', 'game', 'hundred', 'oval', 'invincibles', 'pull', 'thrilling', 'victory', 'manchester', 'originals']"
"['nord', 'stream', 'us', 'germany', 'reach', 'deal', 'controversial', 'russian', 'gas', 'us', 'says', 'agreement', 'prevents', 'russia', 'using', 'pipeline', 'political', 'weapon', 'europe']"
"['scottish', 'league', 'cup', 'motherwell', 'stunned', 'airdrie', 'dundee', 'continue', 'perfect', 'airdrieonians', 'claimed', 'memorable', 'scottish', 'league', 'cup', 'upset', 'two', 'superb', 'strikes', 'lanarkshire', 'rivals', 'motherwell']"
"['thousands', 'evacuated', 'china', 'people', 'known', 'died', 'rainfall', 'flooded', 'underground', 'railway', 'tunnels', 'china', 'leaving', 'passengers', 'trapped', 'rising', 'waters', 'days', 'rain', 'caused', 'widespread', 'damage', 'led', 'evacuations', 'china', 'president', 'xi']"
"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
"['north', 'yorkshire', 'councils', 'scrapped', 'replaced', 'one', 'decision', 'bring', 'seven', 'smaller', 'authorities', 'one', 'umbrella', 'met', 'dismay', 'council', 'leaders']"
"['hard', 'breathe', 'china', 'flood', 'terror', 'subway', 'tell', 'fear', 'busy', 'subway', 'carriage', 'flooded', 'central', 'henan', 'province']"
"['hundred', 'oval', 'invincibles', 'v', 'manchester', 'originals', 'kapp', 'stumped', 'invincibles', 'marizanne', 'kapp', 'stumped', 'ellie', 'threlkeld', 'manchester', 'originals', 'inaugural', 'game', 'hundred']"
"['qpr', 'eustace', 'linked', 'swansea', 'park', 'rangers', 'assistant', 'manager', 'john', 'eustace', 'leading', 'contender', 'next', 'swansea', 'city', 'boss']"
"['hundred', 'oval', 'invincibles', 'v', 'manchester', 'originals', 'van', 'niekerk', 'hits', 'hartley', 'van', 'niekerk', 'oval', 'invincilbes', 'smashes', 'manchester', 'originals', 'alex', 'hartley', 'six', 'inaugural', 'game', 'hundred']"
"['lengthy', 'tailbacks', 'serious', 'crash', 'services', 'including', 'air', 'ambulance', 'scene', 'dumfries', 'galloway']"
"['birmingham', 'restaurant', 'owner', 'says', 'mask', 'policy', 'critics', 'claridge', 'said', 'sent', 'angry', 'emails', 'choosing', 'cautious', 'end', 'lockdown']"
"['hundred', 'oval', 'invincibles', 'beat', 'manchester', 'originals', 'invincibles', 'pull', 'thrilling', 'victory', 'manchester', 'originals', 'women', 'hundred', 'begins', 'bang', 'oval']"
"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
"['harvey', 'weinstein', 'pleads', 'guilty', 'la', 'sexual', 'assault', 'disgraced', 'hollywood', 'producer', 'appears', 'court', 'wheelchair', 'facing', 'sexual', 'assault', 'charges']"
"['opioid', 'crisis', 'us', 'drug', 'giants', 'reach', 'distributors', 'agreed', 'pay', 'sum', 'settle', 'thousands', 'government', 'lawsuits']"
"['troon', 'station', 'line', 'reopen', 'following', 'devastating', 'go', 'stop', 'station', 'friday', 'work', 'continues', 'make', 'building', 'safe']"
"['kristoffer', 'ajer', 'brentford', 'sign', 'norway', 'celtic', 'sign', 'norway', 'kristoffer', 'ajer', 'celtic']"
"['latest', 'five', 'minute', 'news', 'bulletin', 'bbc', 'world', 'service']"
"['british', 'irish', 'lions', 'fitness', 'depth', 'decisive', 'south', 'africa', 'warren', 'irish', 'lions', 'head', 'coach', 'warren', 'gatland', 'feels', 'fitness', 'depth', 'squad', 'decisive', 'factors', 'upcoming', 'test', 'series', 'south', 'africa']"
"['pegasus', 'princess', 'latifa', 'princess', 'haya', 'numbers', 'used', 'princesses', 'latifa', 'haya', 'reportedly', 'found', 'database', 'heart', 'leaks']"
"['oval', 'invincibles', 'v', 'manchester', 'originals', 'watch', 'first', 'ever', 'wicket', 'invincibles', 'marizanne', 'kapp', 'picks', 'first', 'ever', 'wicket', 'hundred', 'send', 'emma', 'lamb', 'manchester', 'originals', 'back', 'dugout', 'oval']"
"['monkeypox', 'contacts', 'tracked', 'us', 'rare', 'instances', 'rare', 'disease', 'recorded', 'us', 'since']"
